year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Ford,Taurus,Limited,Sedan,automatic,1fahp2f87dg185545,ca,37.0,38967.0,blue,tan,avis corporation,16650.0,16500.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2013,Honda,Fit,Base,Hatchback,automatic,jhmge8h37dc070871,ca,45.0,4430.0,gray,gray,ahfc/honda lease trust/hvt  inc.,13500.0,14400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Fiesta,Titanium,Hatchback,,3fadp4fjxdm136990,ca,45.0,19720.0,black,gray,ford motor credit company llc pd,11200.0,12200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf6dkd56179,ca,3.0,19641.0,white,gray,hemborg ford,16650.0,14100.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Ford,Explorer,Limited,SUV,automatic,1fm5k7f91dgb58497,ca,39.0,34855.0,white,beige,ford motor credit company llc pd,25600.0,29000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h7xdr286538,ca,4.0,59367.0,white,black,fox rent a car,11900.0,12600.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ct5dke98629,ca,49.0,3050.0,gold,beige,ford motor credit company llc,25400.0,27600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Flex,SEL,Wagon,automatic,2fmgk5c82dbd31749,ca,44.0,26135.0,black,black,ford motor credit company llc,21500.0,22700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Mustang,V6,Convertible,automatic,1zvbp8em3d5202738,ca,46.0,65073.0,white,beige,the hertz corporation,11200.0,10700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae9du558204,ca,37.0,29574.0,silver,gray,exeter finance corp,9850.0,11000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h75dr279299,ca,48.0,12563.0,black,black,ford motor credit company llc pd,14950.0,15500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Honda,Fit,Sport,Hatchback,automatic,jhmge8h59dc035010,ca,37.0,29532.0,white,black,ahfc/honda lease trust/hvt  inc.,12200.0,13700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Honda,Pilot,EX-L,SUV,automatic,5fnyf3h56db020618,ca,49.0,11246.0,gray,black,ahfc/honda lease trust/hvt  inc.,27900.0,29250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Honda,CR-V,EX,SUV,automatic,2hkrm4h54dh625450,ca,38.0,17883.0,gray,gray,ahfc/honda lease trust/hvt  inc.,20300.0,18000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Fusion Hybrid,SE,Sedan,automatic,3fa6p0lu8dr267788,ca,27.0,21585.0,black,black,ford motor credit company llc pd,17400.0,17100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,F-150,Limited,SuperCrew,automatic,1ftfw1et3dfa55126,ca,46.0,13975.0,red,red,certified preowned ford&lincoln/mercury dlr unit,38800.0,40000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,SUV,automatic,2fmdk3jc2dba36679,ca,37.0,23480.0,gray,black,ford motor credit company llc pd,22900.0,22200.0,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2013,Honda,Civic,EX-L,Sedan,automatic,19xfb2f91de072361,ca,43.0,11880.0,white,beige,ahfc/honda lease trust/hvt  inc.,16000.0,18800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Fusion Hybrid,SE,Sedan,,3fa6p0lu7dr257592,ca,,32006.0,blue,—,avis tra,16850.0,2750.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Ford,Flex,Limited,Wagon,automatic,2fmhk6dt1dbd05804,ca,4.0,33960.0,white,black,ford motor credit company llc pd,26700.0,29100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae7du538324,ca,1.0,24236.0,blue,gray,enterprise vehicle exchange / tra / rental / tulsa,9950.0,6700.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0hr0dr170508,ca,35.0,20789.0,blue,black,ecars,15000.0,15100.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Ford,Explorer,Sport,SUV,automatic,1fm5k8gt2dgb70447,ca,37.0,28672.0,silver,black,ford motor credit company llc pd,35000.0,34700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,GMC,Sierra 1500,SLE,Crew Cab,automatic,3gtp1ve07dg218987,ca,43.0,77617.0,burgundy,black,tycon enterprises,21400.0,21100.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Honda,Civic,Si,Sedan,manual,2hgfb6e5xdh704897,ca,47.0,15593.0,black,black,ahfc/honda lease trust/hvt  inc.,17150.0,19800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej2dm168124,ca,39.0,30288.0,gray,black,dtg operations inc,9300.0,9500.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Ford,Focus,SE,Hatchback,automatic,1fadp3k20dl292062,ca,43.0,39930.0,gray,black,avis rac/san leandro,10400.0,12000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Ford,Mustang,GT,Coupe,manual,1zvbp8cf8d5222830,ca,38.0,35867.0,black,black,the car exchange,21000.0,21100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj6dm144395,ca,39.0,53296.0,silver,black,consolidated asset recovery systems  inc.,7750.0,8700.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f2xdl279166,ca,2.0,39378.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,10750.0,7800.0,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2013,Ford,F-150,XLT,SuperCab,automatic,1ftex1cmxdfe06196,ca,44.0,17217.0,beige,tan,jpmorgan chase bank n.a.,20800.0,21750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Honda,Accord,EX-L,Sedan,automatic,1hgcr2f8xda176292,ca,27.0,22486.0,black,black,wells fargo dealer services,19950.0,19100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Mustang,V6,Convertible,automatic,1zvbp8em5d5219041,ca,35.0,16994.0,red,brown,bank of the west,16100.0,15000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0hrxdr142814,ca,45.0,26674.0,white,black,ford motor credit company llc pd,14650.0,17000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,BMW,5 Series,528i,Sedan,automatic,wba5a5c50ed503130,ca,45.0,9851.0,white,black,financial services remarketing (lease),42200.0,41500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb1e7111262,ca,34.0,35663.0,silver,black,avis rac/san leandro,11550.0,11900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Chevrolet,Express,LS 3500,Van,automatic,1gazg1fgxe1104177,ca,,43468.0,white,—,enterprise vehicle exchange / tra / rental / tulsa,20700.0,16200.0,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kvc89ef153350,ca,42.0,31346.0,white,gray,enterprise fleet management exchange  inc.,32900.0,33250.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2014,BMW,X5,sDrive35i,SUV,automatic,5uxkr2c55e0c01709,ca,,22419.0,white,—,specialized sales and leasing,47600.0,42000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,Audi,A6,3.0T Prestige quattro,Sedan,automatic,wauhgafc0en044853,ca,39.0,35497.0,white,beige,walters auto sales/service inc,48500.0,44500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 1500,LT,Double Cab,automatic,1gcvkrec1ez101056,ca,41.0,16579.0,blue,gray,reliance motors llc,28400.0,31750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i,Sedan,automatic,wba3b1c59ek131439,ca,48.0,9865.0,black,black,premium auto wholesale,25500.0,24000.0,Thu Jan 08 2015 04:00:00 GMT-0800 (PST)
2014,BMW,X3,xDrive35i,SUV,automatic,5uxwx7c52e0e79374,ca,49.0,14189.0,blue,gray,bmw of ontario,40800.0,41500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Audi,RS 7,Prestige quattro,Sedan,automatic,wuaw2afc7en902024,ca,5.0,6526.0,black,black,kawo int'l inc,101000.0,105000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,BMW,X3,xDrive28i,SUV,automatic,5uxwx9c57e0d17798,ca,46.0,18729.0,white,beige,bmw of ontario,36100.0,30500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Chevrolet,Camaro,LT,Coupe,manual,2g1ff1e37e9179144,ca,42.0,14057.0,red,black,reliance motors llc,21900.0,21750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,BMW,X5,sDrive35i,SUV,automatic,5uxkr2c53e0c01319,ca,46.0,11577.0,white,black,high bid trading co inc,50300.0,53000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Chevrolet,Impala,LTZ,Sedan,automatic,2g1155s33e9106183,ca,,26686.0,black,—,mercedes benz of temecula,24400.0,25500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2014,Acura,MDX,SH-AWD w/Technology Package,SUV,automatic,5fryd4h49eb036816,ca,39.0,8577.0,white,beige,high bid trading co inc,42700.0,43250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Toyota,Tundra,Tundra,Double Cab,automatic,5tfuy5f19dx300057,ca,36.0,22017.0,white,gray,phillips auto brokerage,27300.0,26500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,automatic,1vwap7a30dc149253,ca,49.0,7813.0,black,black,power drive inc,12150.0,15000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,automatic,1vwap7a30dc035351,ca,36.0,21938.0,black,black,onemain rem/m&m auto traders,12200.0,11800.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2013,Toyota,Camry,LE,Sedan,automatic,4t1bf1fkxdu212548,ca,,39486.0,white,—,avis rac/san francisco,13100.0,11200.0,Wed Dec 17 2014 15:00:00 GMT-0800 (PST)
2013,Volvo,XC60,T6,SUV,automatic,yv4902dz6d2460492,ca,22.0,11670.0,gray,black,volvo na rep/world omni,31000.0,26000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Audi,Q5,2.0T Premium quattro,SUV,automatic,wa1cfafpxca014826,ca,47.0,54590.0,white,black,century dealer services corp,23000.0,26000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Tundra,Tundra,Double Cab,automatic,5tfum5f15dx048965,ca,5.0,11279.0,red,beige,stanford car co,27200.0,27400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,wauggafc1cn121478,ca,38.0,23783.0,black,black,high bid trading co inc,32100.0,32250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h28ch510986,ca,4.0,35742.0,gray,black,skyhigh remarketing inc,26600.0,29000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Audi,Q7,3.0T Premium quattro,SUV,automatic,wa1lgafe4cd004223,ca,31.0,25728.0,black,black,high bid trading co inc,35300.0,35750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Coupe,automatic,wbaup9c51cvl91222,ca,34.0,46505.0,black,black,acura north scottsdale,16800.0,14750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5g52cnp18307,ca,37.0,40557.0,silver,red,stanford car co,24000.0,24300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7aj9dm394773,ca,46.0,38248.0,blue,black,south coast toyota,10900.0,11000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Venza,XLE,Wagon,automatic,4t3za3bb8du075714,ca,38.0,19204.0,white,beige,reliance motors llc,22300.0,22500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Audi,A4,2.0T Premium quattro,Sedan,automatic,wauffafl9ca120682,ca,31.0,51262.0,white,black,fratelli investment group,20900.0,23000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,TDI,Sedan,automatic,3vwll7ajxdm364561,ca,42.0,27361.0,black,black,skyhigh remarketing inc,15900.0,17000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5g59cnp16537,ca,48.0,27126.0,white,tan,richard j bartlett jr enterprises,23900.0,26000.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,Scion,FR-S,Base,Coupe,manual,jf1znaa18d1719072,ca,41.0,14233.0,silver,black,high bid trading co inc,18600.0,20500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h21ch507301,ca,38.0,40970.0,gray,black,reliance motors llc,25700.0,26000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Audi,A8,L 4.2 quattro,Sedan,automatic,waurvafd7cn011073,ca,41.0,20909.0,black,beige,fratelli investment group,45200.0,46750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Audi,Q7,3.0T Premium quattro,SUV,automatic,wa1lmafe9cd000029,ca,33.0,41751.0,silver,black,fratelli investment group,37500.0,36500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Audi,A5,2.0T Premium quattro,Coupe,automatic,waulfafr3ca004210,ca,28.0,32105.0,black,black,high bid trading co inc,25100.0,24250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f88cc012554,ca,41.0,31074.0,black,black,ahfc/honda lease trust/hvt  inc. eot,18100.0,18900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Sienna,Limited 7-Passenger,Minivan,automatic,5tdyk3dc1ds320577,ca,38.0,10693.0,white,gray,skyhigh remarketing inc,26900.0,27250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Subaru,Outback,2.5i Limited,Wagon,automatic,4s4brcjc6d3211843,ca,38.0,57093.0,green,beige,reliance motors llc,18650.0,19700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Ram,2500,Tradesman,Crew Cab,automatic,3c6ur5cl2dg515777,ca,42.0,12542.0,white,black,california fleet inc,33700.0,36750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Audi,A7,Premium quattro,Sedan,automatic,wausgafc3cn006410,ca,46.0,31082.0,gray,black,land rover newport beach,40800.0,41250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3vwjp7at1dm684266,ca,42.0,14301.0,black,black,skyhigh remarketing inc,12900.0,17500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,wauggafc9cn085684,ca,48.0,45171.0,gray,brown,high bid trading co inc,28300.0,30250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3c1c58cf434148,ca,41.0,43325.0,white,black,high bid trading co inc,23300.0,25000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Toyota,Yaris,LE,Hatchback,automatic,jtdktud38dd557121,ca,1.0,37073.0,white,black,enterprise vehicle exchange / tra / rental / tulsa,10200.0,8500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Captiva Sport,1LT Fleet,SUV,automatic,3gnal3e50cs545704,ca,33.0,53534.0,gold,gray,billion dodge chrysler jeep,10550.0,9900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,BMW,X6,xDrive50i,SUV,automatic,5uxfg8c55clz97171,ca,28.0,40060.0,gray,black,mckenna audi/mckenna bmw,41500.0,39500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Coupe,automatic,wbalx3c56cdv77319,ca,35.0,16419.0,black,black,l m auto wholesale,46500.0,44000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c53cl422618,ca,36.0,32051.0,white,brown,high bid trading co inc,38600.0,41250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Challenger,R/T,Coupe,,2c3cdybt0ch259714,ca,47.0,16967.0,white,black,aaero sweet company,23000.0,22750.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Bentley,Continental GT,Base,Coupe,automatic,scbfr7za8cc074227,ca,46.0,21689.0,black,black,phillips auto brokerage,115000.0,118000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c57cdl71064,ca,41.0,46001.0,white,burgundy,high bid trading co inc,44300.0,44000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,5 Series Gran Turismo,550i,Hatchback,automatic,wbasn4c51cc210079,ca,33.0,41554.0,gray,black,high bid trading co inc,38000.0,36250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5e05cf388230,ca,37.0,50359.0,silver,black,the hertz corporation,9900.0,8800.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c58cdl71977,ca,47.0,32783.0,gray,—,mckenna audi/mckenna bmw,47500.0,46250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpcsea2cg212949,ca,44.0,50679.0,black,black,santander consumer,20100.0,21250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chrysler,300,C,Sedan,automatic,2c3ccaet9ch308172,ca,41.0,55808.0,black,black,skyhigh remarketing inc,18750.0,18250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35i Premium,SUV,automatic,5uxzv4c59cl759870,ca,36.0,30959.0,gray,beige,bmw of ontario,35800.0,35000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Camaro,LT,Coupe,automatic,2g1fb1e31c9144740,ca,4.0,39010.0,blue,black,premium auto wholesale,16850.0,18000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,MINI,Cooper,S,Convertible,automatic,wmwzp3c53ct250313,ca,35.0,17526.0,purple,black,aaero sweet company,19350.0,14750.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c53cwm04886,ca,44.0,26253.0,yellow,black,b & j car company,17200.0,16750.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ct7cfb43436,ca,43.0,36423.0,gray,gray,the motor car group inc,23500.0,24250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8em2c5270625,ca,26.0,62803.0,blue,black,dtg operations inc,10650.0,10300.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f57ce315036,ca,25.0,24067.0,blue,gray,ahfc/honda lease trust/hvt  inc. eot,11700.0,11400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg7ct371470,ca,41.0,70465.0,orange,black,santander consumer,10500.0,11000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8em9c5273330,ca,39.0,46867.0,white,black,dtg operations inc,11700.0,11800.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f65ca161167,ca,19.0,26667.0,black,black,ahfc/honda lease trust/hvt  inc.,13400.0,12900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f63ca058250,ca,48.0,34810.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,13000.0,14600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja9cr302726,ca,35.0,69165.0,gray,black,the hertz corporation,9875.0,8400.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Honda,Accord,EX,Sedan,automatic,1hgcp2f77ca106065,ca,27.0,42811.0,black,black,ahfc/honda lease trust/hvt  inc.,13100.0,13100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu9d79ckb18856,ca,39.0,71243.0,white,gray,the hertz corporation,12050.0,9700.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2012,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej4cm102866,ca,38.0,41080.0,white,gray,high bid trading co inc,8325.0,9000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Ford,Explorer,Limited,SUV,,1fmhk7f93cga32024,ca,,48726.0,black,—,huntington beach auto buyers,24400.0,17000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jaxcr178384,ca,,34038.0,silver,black,kearny pearson kia,12600.0,12100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f63ca037883,ca,37.0,34045.0,black,black,ahfc/honda lease trust/hvt  inc. eot,13050.0,14200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,GMC,Sierra 1500,SLT,Crew Cab,,3gtp1we05cg187758,ca,5.0,53372.0,blue,gray,reliance motors llc,25600.0,28900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f42ca154949,ca,37.0,36508.0,gray,black,ahfc/honda lease trust/hvt  inc. eot,12300.0,13300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f33ca046461,ca,4.0,32340.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,12050.0,13500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f55ce347712,ca,37.0,33501.0,silver,gray,ahfc/honda lease trust/hvt  inc.,11250.0,11900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu9dg8ckc70319,ca,,93899.0,white,—,apexcars net,9200.0,10000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Civic,HF,Sedan,automatic,2hgfb2f63ch319924,ca,41.0,28785.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,11500.0,13300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Mustang,GT Premium,Coupe,automatic,1zvbp8cfxc5210290,ca,41.0,24668.0,white,beige,aaero sweet company,20800.0,23000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f37ca062968,ca,37.0,52282.0,silver,black,ahfc/honda lease trust/hvt  inc.,11150.0,13100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8emxc5273353,ca,19.0,48946.0,red,black,dtg operations inc,11600.0,9200.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Honda,Civic,Hybrid,Sedan,automatic,jhmfb4f32cs001669,ca,44.0,34122.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,13300.0,15000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Coupe,automatic,2hgfg3b51ch552480,ca,44.0,50539.0,white,beige,california auto exchange,9925.0,12000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Sedan,automatic,1fahp3h26cl339750,ca,43.0,48926.0,green,beige,santander consumer,10000.0,10100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,EX,Coupe,automatic,2hgfg3b84ch522707,ca,31.0,29967.0,silver,gray,ahfc/honda lease trust/hvt  inc. eot,11900.0,11500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f52ce347506,ca,33.0,29052.0,black,gray,ahfc/honda lease trust/hvt  inc. eot,11450.0,12600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1el9cda43507,ca,35.0,142570.0,white,gray,wholesale motor sales inc,9700.0,9500.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8em6c5273348,ca,37.0,46590.0,silver,black,dtg operations inc,11700.0,11600.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Sedan,automatic,1fahp3h20cl479731,ca,46.0,21890.0,black,black,ford motor credit company llc pd,11750.0,11500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,EX-L,Sedan,automatic,2hgfb2f93ch527585,ca,21.0,23782.0,blue,gray,ahfc/honda lease trust/hvt  inc. eot,13250.0,12800.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Ford,Mustang,GT,Coupe,manual,1zvbp8cf8c5285845,ca,19.0,21153.0,blue,black,american car finance inc,20700.0,13000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Odyssey,EX,Minivan,,5fnrl5h4xcb098611,ca,45.0,38987.0,silver,gray,ahfc/honda lease trust/hvt  inc.,17650.0,20000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
